Network Name 1,Network Name 2
"Haley, Felise Howard","Battle, Wanda Howard"
"Handy, Dorothy","Battle, Wanda Howard"
"Handy, L. C.","Battle, Wanda Howard"
"Handy, Victoria","Battle, Wanda Howard"
"Harris, Wilhelmina Howard","Battle, Wanda Howard"
"Howard-Bray, Bertha Davis, 1925-2004","Battle, Wanda Howard"
"Smith, Richard","Battle, Wanda Howard"
"Washington, Athena","Battle, Wanda Howard"
"Washington, Cassandra","Battle, Wanda Howard"
"Washington, Lee Chester","Battle, Wanda Howard"
"Washington, Miriam","Battle, Wanda Howard"
"Haley, Felise Howard","Braye, Rubye Howard"
"Handy, Dorothy","Braye, Rubye Howard"
"Handy, L. C.","Braye, Rubye Howard"
"Handy, Victoria","Braye, Rubye Howard"
"Harris, Wilhelmina Howard","Braye, Rubye Howard"
"Howard-Bray, Bertha Davis, 1925-2004","Braye, Rubye Howard"
"Smith, Richard","Braye, Rubye Howard"
"Washington, Athena","Braye, Rubye Howard"
"Washington, Cassandra","Braye, Rubye Howard"
"Washington, Lee Chester","Braye, Rubye Howard"
"Washington, Miriam","Braye, Rubye Howard"
"Handy, Dorothy","Haley, Felise Howard"
"Handy, L. C.","Haley, Felise Howard"
"Handy, Victoria","Haley, Felise Howard"
"Harris, Wilhelmina Howard","Haley, Felise Howard"
"Howard-Bray, Bertha Davis, 1925-2004","Haley, Felise Howard"
"Smith, Richard","Haley, Felise Howard"
"Washington, Athena","Haley, Felise Howard"
"Washington, Cassandra","Haley, Felise Howard"
"Washington, Lee Chester","Haley, Felise Howard"
"Washington, Miriam","Haley, Felise Howard"
"Handy, L. C.","Handy, Dorothy"
"Handy, Victoria","Handy, Dorothy"
"Harris, Wilhelmina Howard","Handy, Dorothy"
"Howard-Bray, Bertha Davis, 1925-2004","Handy, Dorothy"
"Smith, Richard","Handy, Dorothy"
"Washington, Athena","Handy, Dorothy"
"Washington, Cassandra","Handy, Dorothy"
"Washington, Lee Chester","Handy, Dorothy"
"Washington, Miriam","Handy, Dorothy"
"Handy, Victoria","Handy, L. C."
"Harris, Wilhelmina Howard","Handy, L. C."
"Howard-Bray, Bertha Davis, 1925-2004","Handy, L. C."
"Smith, Richard","Handy, L. C."
"Washington, Athena","Handy, L. C."
"Washington, Cassandra","Handy, L. C."
"Washington, Lee Chester","Handy, L. C."
"Washington, Miriam","Handy, L. C."
"Harris, Wilhelmina Howard","Handy, Victoria"
"Howard-Bray, Bertha Davis, 1925-2004","Handy, Victoria"
"Smith, Richard","Handy, Victoria"
"Washington, Athena","Handy, Victoria"
"Washington, Cassandra","Handy, Victoria"
"Washington, Lee Chester","Handy, Victoria"
"Washington, Miriam","Handy, Victoria"
"Howard-Bray, Bertha Davis, 1925-2004","Harris, Wilhelmina Howard"
"Smith, Richard","Harris, Wilhelmina Howard"
"Washington, Athena","Harris, Wilhelmina Howard"
"Washington, Cassandra","Harris, Wilhelmina Howard"
"Washington, Lee Chester","Harris, Wilhelmina Howard"
"Washington, Miriam","Harris, Wilhelmina Howard"
"Smith, Richard","Howard-Bray, Bertha Davis, 1925-2004"
"Washington, Athena","Howard-Bray, Bertha Davis, 1925-2004"
"Washington, Cassandra","Howard-Bray, Bertha Davis, 1925-2004"
"Washington, Lee Chester","Howard-Bray, Bertha Davis, 1925-2004"
"Washington, Miriam","Howard-Bray, Bertha Davis, 1925-2004"
"Washington, Athena","Smith, Richard"
"Washington, Cassandra","Smith, Richard"
"Washington, Lee Chester","Smith, Richard"
"Washington, Miriam","Smith, Richard"
"Washington, Cassandra","Washington, Athena"
"Washington, Lee Chester","Washington, Athena"
"Washington, Miriam","Washington, Athena"
"Washington, Lee Chester","Washington, Cassandra"
"Washington, Miriam","Washington, Cassandra"
"Washington, Miriam","Washington, Lee Chester"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T.","Mighty Hannibal, 1939-"
"Shaw, James T., 1939-","Mighty Hannibal, 1939-"
"Shaw, James T., 1939-","Mighty Hannibal, 1939-"
"Shaw, James T., 1939-","Mighty Hannibal, 1939-"
"Shaw, James T., 1939-","Mighty Hannibal, 1939-"
"Shaw, James T., 1939-","Mighty Hannibal, 1939-"
"Turner, Tina","Howard, Barbara"
"Moore, Bobby, 1930-2006","Floyd, Eddie"
"Moore, Bobby, 1930-2006","Floyd, Eddie"
"Ford, Ted","Floyd, Eddie"
"Ford, Ted","Floyd, Eddie"
"Ford, Ted","Floyd, Eddie"
"Ford, Ted","Floyd, Eddie"
"Ford, Ted","Floyd, Eddie"
"Moore, Bobby, 1930-2006","Floyd, Eddie"
"Moore, Bobby, 1930-2006","Floyd, Eddie"
"Moore, Bobby, 1930-2006","Floyd, Eddie"
"Hendricks, Gary","Hendricks, Andrew"
"Hendricks, Gary","Hendricks, Andrew"
"Hubbard, Carrie D.","Durr, Virginia Foster"
"West, Irene","Durr, Virginia Foster"
"Wilson, Arthur W.","Durr, Virginia Foster"
"West, Irene","Hubbard, Carrie D."
"Wilson, Arthur W.","Hubbard, Carrie D."
"Wilson, Arthur W.","West, Irene"
"Jackson, Wilbur","Carter, Cleve, Jr."
"Payne, Bennie","Carter, Cleve, Jr."
"Payne, Bennie","Jackson, Wilbur"
"Jackson, Wilbur","Carter, Cleve, Jr."
"Payne, Bennie","Carter, Cleve, Jr."
"Payne, Bennie","Jackson, Wilbur"
"Jackson, Wilbur","Carter, Cleve, Jr."
"Payne, Bennie","Carter, Cleve, Jr."
"Payne, Bennie","Jackson, Wilbur"
"Payne, Bennie","Jackson, Wilbur"
"Payne, Bennie","Jackson, Wilbur"
"Martin, Shirley","Hubbard, Susie Sanders"
"Martin, Shirley","Hubbard, Susie Sanders"
"Martin, Shirley","Hubbard, Susie Sanders"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Boone, Richard","Barnett, Roosevelt"
"Lumpkin, Norman","Barnett, Roosevelt"
"Lumpkin, Norman","Boone, Richard"
"Martin, Alonza Lattimore","Lumpkin, Norman"
"Martin, Alonza Lattimore","Lumpkin, Norman"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Gardner, Edward M., 1907-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Williams, Hosea, 1926-2000","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","King, Martin Luther, Jr., 1929-1968"
"Jackson, Wilbur","Butler, George, 1936-2005"
"Moore, Bobby, 1930-2006","Butler, George, 1936-2005"
"Moore, Bobby, 1930-2006","Jackson, Wilbur"
"Robinson, Roscoe","Moore, Bobby, 1930-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Williams, Hosea, 1926-2000","Gardner, Edward M., 1907-2006"
"Jackson, Chuck","Fair, Yvonne"
"Hendricks, Julia","Hendricks, Frank"
"Hendricks, Frank","Dabney, Margaret Hendricks"
"Moore, Bobby, 1930-2006","Ballard, Hank"
"Moore, Bobby, 1930-2006","Ballard, Hank"
"Moore, Bobby, 1930-2006","Jenkins, Chico"
"Sledge, Marion","Jenkins, Chico"
"Sledge, Marion","Moore, Bobby, 1930-2006"
"Abernathy, Ralph, 1926-1990","Abernathy, Juanita, 1929-2019"
"Young, Andrew, 1932-","King, Martin Luther, Jr., 1929-1968"
"Young, Andrew, 1932-","King, Martin Luther, Jr., 1929-1968"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Martin Luther, Jr., 1929-1968"
"Abernathy, Ralph, 1926-1990","Abernathy, Juanita, 1929-2019"
"Young, Whitney M.","Abernathy, Juanita, 1929-2019"
"Young, Whitney M.","Abernathy, Ralph, 1926-1990"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"Young, Andrew, 1932-","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"Young, Andrew, 1932-","Carmichael, Stokely"
"Young, Andrew, 1932-","King, Martin Luther, Jr., 1929-1968"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"Young, Andrew, 1932-","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"Young, Andrew, 1932-","King, Martin Luther, Jr., 1929-1968"
"Young, Andrew, 1932-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Meredith, James, 1933-","Abernathy, Juanita, 1929-2019"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Ralph, 1926-1990"
"Meredith, James, 1933-","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"Meredith, James, 1933-","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Abernathy, Ralph, 1926-1990","Abernathy, Juanita, 1929-2019"
"Carmichael, Stokely","Abernathy, Juanita, 1929-2019"
"King, Coretta Scott, 1927-2006","Abernathy, Juanita, 1929-2019"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Juanita, 1929-2019"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Juanita, 1929-2019"
"Meredith, James, 1933-","Abernathy, Juanita, 1929-2019"
"Young, Whitney M.","Abernathy, Juanita, 1929-2019"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Ralph, 1926-1990"
"Meredith, James, 1933-","Abernathy, Ralph, 1926-1990"
"Young, Whitney M.","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"Meredith, James, 1933-","Carmichael, Stokely"
"Young, Whitney M.","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Coretta Scott, 1927-2006"
"Young, Whitney M.","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","King, Martin Luther, Jr., 1929-1968"
"Young, Whitney M.","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Young, Whitney M.","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Young, Whitney M.","Meredith, James, 1933-"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Ralph, 1926-1990"
"Meredith, James, 1933-","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"Meredith, James, 1933-","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","King, Martin Luther, Jr., 1929-1968"
"Meredith, James, 1933-","McKissick, Floyd B. (Floyd Bixler), 1922-1991"
"Abernathy, Ralph, 1926-1990","Abernathy, Juanita, 1929-2019"
"Carmichael, Stokely","Abernathy, Juanita, 1929-2019"
"King, Coretta Scott, 1927-2006","Abernathy, Juanita, 1929-2019"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Juanita, 1929-2019"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Juanita, 1929-2019"
"Meredith, James, 1933-","Abernathy, Juanita, 1929-2019"
"Young, Whitney M.","Abernathy, Juanita, 1929-2019"
"Carmichael, Stokely","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Abernathy, Ralph, 1926-1990"
"King, Martin Luther, Jr., 1929-1968","Abernathy, Ralph, 1926-1990"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Abernathy, Ralph, 1926-1990"
"Meredith, James, 1933-","Abernathy, Ralph, 1926-1990"
"Young, Whitney M.","Abernathy, Ralph, 1926-1990"
"King, Coretta Scott, 1927-2006","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","Carmichael, Stokely"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","Carmichael, Stokely"
"Meredith, James, 1933-","Carmichael, Stokely"
"Young, Whitney M.","Carmichael, Stokely"
"King, Martin Luther, Jr., 1929-1968","King, Coretta Scott, 1927-2006"
"McKissick, Floyd B. (Floyd Bixler), 1922-1991","King, Coretta Scott, 1927-2006"
"Meredith, James, 1933-","King, Coretta Scott, 1927-2006"
