identifier,collection,abstract,authors,subject,title
2921,0787: Myers Family Collection,"Jimmie Myers and Sara Mae Myers, Charleston, W.Va., 1932, b&w. Back reads:taken in Charleston, Sunday July 24, 1932 Sara Mae, Jimmie This is located in box 1, folder marked sbk 2 4.",,"Subject Terms: Myers Family  People: Myers, SaraMae Myers, Jimmie ","Jimmie Myers and Sara Mae Myers, Charleston, W.Va., 1932"
2922,0787: Myers Family Collection,"Louise Myers, Aug. 14, 1932, b&w. Back reads:""Me"" August 14, 1932, Louise This is located in box 1, folder marked sbk 2 13.",,"Subject Terms: Myers Family Dogs People: Myers, Louise ","Louise Myers, Aug. 14, 1932"
2923,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt and Eleanor at son Elliott's first wedding, to Elizabeth Donner, Jan 16, 1932, b&w. Note on back reads: Isaac Elliott wedding, Church of Redeemer, villanova, Jan. 15, 1832. (On January 16, 1932 Elliott married Elizabeth Browning Donner, daughter of William Henry Donner.) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Roosevelt family Weddings Presidents People: Roosevelt, Franklin Delano Roosevelt, Eleanor Roosevelt, Elliott Donner, Elizabeth ","Franklin Delano Roosevelt & Eleanor at son Elliott's first wedding, to Elizabeth Donner, Jan 16, 1932"
2924,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt and Melody Bresine, Seattle, Wash., Sept. 22, 1932 b&w. Label on back reads:Seattle, w/Melidy Bresine (Label from Franklin Delano Roosevelt Library) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Seattle, Wash. Presidents People: Roosevelt, Franklin Delano Bresine, Melody ","Franklin Delano Roosevelt and Melody Bresine, Seattle, Wash., Sept. 22, 1932"
2925,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt shaking hands with miner Zeno Santenello, Elm Grove, WV, oct. 19, 1932, b&w. Label on back reads: w/Zeno Santenello, Elm Grove, WV, 10/19/32 (label from Franklin Delano Roosevelt Library) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Elm Grove, W.Va. Political campaigns Coal miners People: Roosevelt, Franklin Delano Santenello, Zeno ","Franklin Delano Roosevelt shaking hands with miner Zeno Santenello, Elm Grove, WV, oct. 19, 1932"
2926,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt with Charlie Grimm, Chicago Cubs, 3rd game of 1932 World Series, Chicago, oct. 2, 1932, b&w. Label on back reads: World Series, 3rd game, C. Grimm & J. McCarthy, oct. 2, 1932, in Chicago (label from Franklin Delano Roosevelt Library) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Chicago Cubs Baseball players World series (Baseball) People: Roosevelt, Franklin Delano Grimm, Charlie McCarthy, Johnny ","Franklin Delano Roosevelt & Charlie Grimm, 1932 World Series, game 3"
2927,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt with George Cardinal Mundelein, Archbishop of Chicago, Nov. 19, 1932, b&w. Label on back reads: w/Cardinal Mundelein (Label from Franklin Delano Roosevelt Library) (Cardinal Mundelein was the Archbishop of Chicago.) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms:  Presidents Bishops People: Roosevelt, Franklin Delano Mundelein, George Cardinal ","Franklin Delano Roosevelt with George Cardinal Mundelein, Archbishop of Chicago, Nov. 19, 1932"
2928,0799: Jean Edward Smith Papers,"Franklin Delano Roosevelt with League of Foreign-born Citizens, New York city, Nov. 5, 1932, b&w. Label on back reads: w/League of foreign-born citizens, NYC (label from Franklin Delano Roosevelt library states copyright owner is Wide World) (This group was described as a non-racial, non-sectarian organization that worked to support immigrants and their families.) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: League of Foreign-born Citizens New York City Presidents People: Roosevelt, Franklin Delano ","Franklin Delano Roosevelt with League of Foreign-born Citizens, Nov. 5, 1932"
2929,0799: Jean Edward Smith Papers,"The ""Little White House"" at Warm Springs, Ga, May 2, 1932, b&w. Label on back reads: Little White House, Warm Springs, 5/2/32 (label from Franklin Delano Roosevelt Library states photo is in the public domain.) (Franklin Delano Roosevelt built this house before he became president.) (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Little White House Warm Springs, Ga. Buildings People: Roosevelt, Franklin Delano ","The ""Little White House"" at Warm Springs, Ga, May 2, 1932"
2930,0799: Jean Edward Smith Papers,"The ""Tin Goose,"" a Ford trimotor, taking Franklin Delano Roosevelt to a convention, 1932, b&w. Label on back reads: Tin Goose 1932 convention (Roosevelt was president from 1933–1945.) This set of roosevelt photos are from Jean Ed. Smith's files and papers used for his book on Franklin Delano Roosevelt.",,"Subject Terms: Tin Goose Ford tri-motor Presidents Aircraft Airplanes People: Roosevelt, Franklin Delano ","The ""Tin Goose,"" a Ford trimotor, taking Franklin Delano Roosevelt to a convention, 1932"
2931,"0847: John Hawes Miller, Jr. West Virginia Postcard Collection","Indian Mound, South Charleston,W.Va., ca. 1930's, col. No postmark, no addressee. (the mound is known as the South Charleston Indian Mound).",,"Subject Terms: Indian Mounds South Charleston Indian Mound South Charleston, W.Va. Indians of North America Studio: Pub. by A. W. Smith News Agency, Charleston,W.Va. ","Indian Mound, South Charleston,W.Va., ca. 1930's"
2932,"0847: John Hawes Miller, Jr. West Virginia Postcard Collection","Scene from Hawks Nest overlook, near Ansted, W.Va.,ca. 1930's, b&w, 9 x 14 cm. No postmark, no addressee.",,"Subject Terms: Ansted, W.Va. Hawk's Nest State Park, W.Va. Hawk's Nest Rivers Railroads ","Scene from Hawks Nest overlook, near Ansted, W.Va.,ca. 1930's"
2933,"0847: John Hawes Miller, Jr. West Virginia Postcard Collection","South Branch, Potomac River, near Moorefield, W.Va., 1932, b&w. Postmarked Junction, W.Va., July 23, 1932 addressed to Miss Artie Comer, Waynesboro, Va.",,"Subject Terms: Potomac River Moorefield, W.Va. South Branch Rivers ","South Branch, Potomac River, near Moorefield, W.Va., 1932"
2934,"0847: John Hawes Miller, Jr. West Virginia Postcard Collection","The Mountaineer Hotel, Williamson,W.Va., col. No postmark, no addressee.",,"Subject Terms: Williamson, W.Va. Mingo Co., W.Va. Hotels Streets Studio: Curt Teich & Co., chicago, Illo. ","The Mountaineer Hotel, Williamson,W.Va"
2935,0852: James E. Casto Papers,"WVa State Capitol building being completed, Mar., 1932, b&w. Back has stamp from International Photos, New York City. Attached note says the building cost $9,000,000.",,"Subject Terms: Charleston, W. Va. W.Va. State Capitol Building West Virginia state capitol State government Capitols ","WVa State Capitol building being completed, Mar., 1932,"
2936,0853: Carl Barnett Photograph Collection,"H. Gilmore, May 15, 1932. Original envelope says H. Gilmore, 5-15-32",,"Subject Terms: African Americans; Black people;  People: Gilmore, H. ",H. Gilmore
2937,0853: Carl Barnett Photograph Collection,"Children of Mr. & Mrs. Frank Holman, June 5, 1932. Original sleeve reads: Mr. & Mrs. Frank Holman & Children, 6/5/32 Other prints in sleeve marked Notan Studio",,"Subject Terms: African Americans; Black people; Children; Notan Studio People: Holman, Frank ",Children of Mr. & Mrs. Frank Holman
2938,0853: Carl Barnett Photograph Collection,"Mrs. Anna Johnson, July 6, 1932. Original sleeve reads: Mrs. Anna Johnson, 7-6-32",,"Subject Terms: African Americans; Black people;  People: Johnson, Anna ",Mrs. Anna Johnson
2939,0853: Carl Barnett Photograph Collection,"Miles Blake, composite image, Jully 12, 1932. Label on original envelope stated: Miles Blake, 7-12-32, with ""copy"" in remarks",,"Subject Terms: African Americans; Black people;  People: Blake, Miles ","Miles Blake, composite image"
2940,0853: Carl Barnett Photograph Collection,"Millie (Madge) Temple, July 16, 1932. no postmark, no addressee Stamp on photo shows it was from Peoples Photo Studio, Parkersburg, WVa, and was brought in for a copy to be made. (no negatives)",,"Subject Terms: African Americans; Black people; Postcards; Peoples Photo Studio People: Temple, Millie Temple, Madge ",Millie (Madge) Temple
2941,0853: Carl Barnett Photograph Collection,"Polly Wilson, July 17, 1932. Original envelope reads: Polly wilson, 7/17/32",,"Subject Terms: African Americans; Black people;  People: Wilson, Polly ",Polly Wilson
2942,0853: Carl Barnett Photograph Collection,"Hampton Johnson, July 20, 1932. Original sleeve reads: Hampton Johnson 7/20/32",,"Subject Terms: African Americans; Black people;  People: Johnson, Hampton ",Hampton Johnson
2943,0853: Carl Barnett Photograph Collection,"G. Martin, July 22, 1932. Original sleeve reads: Gr--- Martin, 7-22-32, enlarge for folder",,"Subject Terms: African Americans; Black people;  People: Martin, G. ",G. Martin
2944,0853: Carl Barnett Photograph Collection,"John Cessor, 1843 8th Ave., July 23, 1932. label on original sleeve reads: John Cessor, 1843 8th Ave, 7/23/32",,"Subject Terms: African Americans; Black people;  People: Cessor, John ","John Cessor, 1843 8th Ave."
2945,0853: Carl Barnett Photograph Collection,"Avery Davis, Washington,DC, July 25, 1932. Envelope reads: Avery Davis, 1532 Kingman Place, Washington,DC, 7-25-32",,"Subject Terms: African Americans; Black people; Washington, D.C. People: Davis, Avery ","Avery Davis, Washington, DC"
2946,0853: Carl Barnett Photograph Collection,"William H. Magee, Nov. 6, 1932 & Aug. 24, 1944. Original sleeve reads: william H. Magee, 11/6/32 & 8/25/44",,"Subject Terms: African Americans; Black people;  People: Magee, Wiliam H. ",William H. Magee
2947,0853: Carl Barnett Photograph Collection,"Beatrice Taylor, Nov. 7, 1932. Original sleeve reads: Beatrice Taylor, 11-7-32",,"Subject Terms: African Americans; Black people;  People: Taylor, Beatrice ",Beatrice Taylor
2948,0853: Carl Barnett Photograph Collection,"Mrs. Ella Martin, 1537 8th Ave., Nov. 25, 1932. Original sleeve reads: Mrs. Ella Martin, 1537 8th Ave., 11-25-1932",,"Subject Terms: African Americans; Black people;  People: Martin, Ella ","Mrs. Ella Martin, 1537 8th Ave."
2949,0853: Carl Barnett Photograph Collection,"Notan Studio certificate for sitting and one portrait, Dec. 10, 1932, Huntington,WVa, col.. States studio address was 810 7th Avenue, Huntington Appears to be written across: DHS (Douglass High School)?",,"Subject Terms: Contracts; Photographers; Notan Studio Douglass School Douglass High School People: Barnett, Carl ","Notan Studio certificate for sitting and one portrait, Huntington, WV"
2950,0853: Carl Barnett Photograph Collection,"William Dozier, Dec. 20, 1932. Envelope reads: William Dozier, 12/20/32 Other prints in sleeve bear Notan Studio emblem.",,"Subject Terms: African Americans; Black people; Notan Studio People: Dozier, William ",William Dozier
2951,0853: Carl Barnett Photograph Collection,"Family of Roderick Tarrer, Dec. 24, 1932. Original envelope reads: Roderick H. Tarrer, 12-24-32",,"Subject Terms: African Americans; Black people; Children;  People: Tarrer, Roderick ",Family of Roderick Tarrer
2952,"0236: Fred B. Lambert Papers, 1809-1964","March 21, 1933 flood, Fifth Ave at 25th St., Huntington, W.Va., image in black and white. mounted on cardboard Back reads: ""Fifth Ave at 25th St, Flood March 21, 1933, Property of F. B. Lambert, Barboursville, W.Va.""",,"Subject Terms: Huntington, W. Va. 1933 Flood, Huntington, W. Va. Floods ","Mar. 1933 flood, Huntington, W.Va."
2953,0255: Catherine Bliss Enslow Papers,"Autographed photo of Lum and Abner, 1933, b&w. Lum and Abner were radio comedians. Calendar on back wall is for 1933. Chester Lauck as Lum Edwards, and Norris Goff as Abner Peabody did a radio show called the ""Jot em down Store."" from 1932 to 1954.",,"Subject Terms: Jot em down store Lum and Abner Actors Comedians People: Lum and Abner Lauck, Charles Goff, Norris ","Autographed photo of Lum and Abner, 1933"
2954,0255: Catherine Bliss Enslow Papers,"Barrymore family reunion, after film ""Rasputin"", ca. 1933 b&w. Barrymore family reunion after release of the movie ""Rasputin and the Empress' which was the only movie that John, Lionel and Ethel Barrymore appeared together in. Movie was released 24 March 1933 by MGM. Left to right: Mrs. Lionel Barrymore, John Drew Colt, Lionel Barrymore, Ethel Barrymore, Ethel Barrymore Colt, Dolores Costello Barrymore, Ethel Dolores Barrymore, John Barrymore and little son John Blyth Barrymore, Samuel Colt.",,"Subject Terms: ""Rasputin"" Actors Actresses People: Barrymore, John Barrymore, Lionel Barrymore, Ethel Barrymore, John Blyth Colt, John Drew Colt, Ethel Barrymore Barrymore, Delores Colt Studio: MGM ","Lionel and John Barrymore family reunion, ca. 1933"
2955,0255: Catherine Bliss Enslow Papers,"Huntington photographer, Alfred T. Proctor, photocopy, b&w. See Proctor Studio.",,"Subject Terms: Huntington, W. Va. Proctor Studio Photographers People: Proctor, Alfred T. ","Huntington photographer, Alfred T. Proctor"
2956,0276: Harlow Warren Papers,"Journalism Class of 1933-34, Shady Springs High School, Raleigh County,WVa, b&w Front caption reads: 1933-34 Shady Springs Journalism class Front: Bessie Qualls, Virginia Reed, elizabeth Kish, Nora Stump, Opal McKinney, June Adkins, Melba Waddell, Gertrude Pittman, James Hatcher Back: Raymond Foley, Harry White, Randolph Norton (teacher), Nora Lee Hedrick, Bob Wills, Elizabeth Reed and Ira Bennett",,"People: Norton, Randolph Qualls, Bessie Reed, Virginia Kish, Elizabeth Stump, Nora McKinney, Opal Adkins, June Waddell, Melba Pittman, Gertrude Hatcher, James Foley, Raymond White, Harry Hedrick, Nora Lee Wills, Bob Reed, Elizabeth Bennett, Ira Subject Terms: Shady Springs High School Shady spring, W.Va. Raleigh County, W.Va. Students Journalism ","Journalism Class of 1933-34, Shady Springs High School, Raleigh County,WVa"
2957,0379: Alma Nease Noble Papers,"Ft. Dearborn replica, Chicago World's Fair, 1933, col. Addressed to Miss Alma Noble, New Vienna, O, postmarked Chicago, Aug. ??, 1933",,"People: Noble, Alma Nease Subject Terms: Fairs Historic buildings Chicago World's Fair Fort Dearborn Studio: Gerson Bros ","Ft Dearborn replica, Chicago World's Fair, 1933"
2958,0379: Alma Nease Noble Papers,"View from observation platform, Chicago World's Fair, 1933, col. Addressed to Miss Alma Noble, New Vienna, O, postmarked Chicago, July 17 1933.",,"People: Noble, Alma Nease Subject Terms: Fairs Chicago World's Fair Studio: Max Rigot Selling Co. ","View from observation platform, Chicago World's Fair, 1933"
2959,0391: Eli Camden Henderson Papers,"Print of Ripley's ""Believe it or Not"" column about Cam Henderson, black and white photograph. Sam Clagg in his book captioned the photo: This Ripley feature appeared in hundreds of newspapers over the country in 1933. Cam had worked under the conditions expressed by Robert Ripley since the fall of 1923.",,"Subject Terms: Davis & Elkins College Ripley's Believe it or Not Coaching (Athletics) People: Henderson, Cam ","Print of Ripley's ""Believe it or Not"" column of 1933"
2960,0391: Eli Camden Henderson Papers,"Victory High School, Clarksburg, W.Va., basketball team, ca, 1933, black and white photograph. Farley Bell, coach, standing on far left in suit. top of photo reads: WV champ-Buchannan-1933.",,"Subject Terms: Victory High School Clarksburg, W. Va. Basketball Basketball players People: Bell, Farley ","Victory High School, Clarksburg, W.Va., basketball team, ca, 1933"
